"DOC_CASE_NUMBER","SOURCEIDFULL","AGENCY","DOC_DTG","State","bigram","DOC_FORM_TYPE","DOC_OFFICE_LOCATION","COUNTRY","Unique_Cases"
75299,418001,"ICE",2016-04-30,"GA","considerable saving","","","",1
121220,135999,"DEA",2016-04-30,"KY","poor edward","","","",11
89234,249866,"USSS",2016-04-30,"IA","sir william","","","",44
89234,249866,"USSS",2016-04-30,"IA","wingfield told","","","",2
98864,4559,"DOL",2016-04-30,"HI","captain wentworth","","","",185
98057,280571,"DOL",2016-04-30,"SC",NA,"","","",NA
17360,128136,"DOL",2016-04-30,"SC","till breakfast","","","",2
17360,128136,"DOL",2016-04-30,"SC","utmost civility","","","",2
17360,128136,"DOL",2016-04-30,"SC","openly siding","","","",1
17360,128136,"DOL",2016-04-30,"SC","family features","","","",1
59643,395276,"ATF",2016-04-30,"VA",NA,"","","",NA
101175,121530,"FBI",2016-04-30,"DE","behaved charmingly","","","",1
62749,248549,"ICE",2016-04-30,"ME","address ladies","","","",1
111113,223297,"USSS",2016-04-30,"WV","commonly frequented","","","",1
118497,153907,"USSS",2016-04-30,"SC","dear lizzy","","","",16
125435,150058,"ATF",2016-04-30,"WY",NA,"","","",NA
42953,107851,"ICE",2016-04-30,"NY",NA,"","","",NA
307,61269,"FBI",2016-04-30,"ND","captain harville","","","",36
102556,239025,"USPIS",2016-04-30,"MA","natured attack","","","",1
113362,38131,"DOL",2016-04-30,"NC","resentful silence","","","",1
8145,406887,"USSS",2016-04-30,"WI",NA,"","","",NA
9131,382470,"ATF",2016-04-30,"SC",NA,"","","",NA
114091,137273,"USPIS",2016-04-30,"ME","ago miss","","","",1
114091,137273,"USPIS",2016-04-30,"ME","morland objects","","","",1
58098,128661,"DOL",2016-04-30,"NJ","eye fell","","","",1
91305,394101,"ATF",2016-04-30,"AL",NA,"","","",NA
132888,98998,"IRS",2016-04-30,"NJ","elizabeth rejoicing","","","",2
58784,421947,"ATF",2016-04-30,"HI","loud incoherent","","","",1
115368,381069,"DOL",2016-04-30,"LA",NA,"","","",NA
66210,229398,"USPIS",2016-04-30,"WI","instantly seized","","","",3
81511,387049,"ICE",2016-04-30,"AR",NA,"","","",NA
18418,375029,"ICE",2016-04-30,"KS",NA,"","","",NA
130891,259287,"IRS",2016-04-30,"SD","lead _you_","","","",1
130891,259287,"IRS",2016-04-30,"SD","lady russell","","","",132
135574,9156,"USPIS",2016-04-30,"IA","colonel brandon","","","",118
135574,9156,"USPIS",2016-04-30,"IA","grateful warmth","","","",1
135574,9156,"USPIS",2016-04-30,"IA","fair lady","","","",8
92223,479981,"DOL",2016-04-30,"AR",NA,"","","",NA
21998,244681,"USSS",2016-04-30,"IA","circumstance occurred","","","",3
59314,140843,"USPIS",2016-04-30,"ND","happily employed","","","",2
96007,195148,"USSS",2016-04-30,"NC","dinner time","","","",12
9541,31145,"DEA",2016-04-30,"SD",NA,"","","",NA
236,448329,"ATF",2016-04-30,"OR","weeks _they_","","","",1
32437,190436,"ATF",2016-04-30,"WV","marianne forgave","","","",2
3202,335652,"USSS",2016-04-30,"WY","honourable miss","","","",3
103727,196150,"USSS",2016-04-30,"MI",NA,"","","",NA
137458,368695,"IRS",2016-04-30,"IA","theatrical preparation","","","",1
90395,84797,"ICE",2016-04-30,"ND",NA,"","","",NA
92440,51017,"DEA",2016-04-30,"MI",NA,"","","",NA
134853,421689,"DEA",2016-04-30,"SC",NA,"","","",NA
50688,458828,"ATF",2016-04-30,"OH","altogether inspired","","","",1
50688,458828,"ATF",2016-04-30,"OH","days circumstances","","","",1
50688,458828,"ATF",2016-04-30,"OH","ill fated","","","",2
67439,108569,"USSS",2016-04-30,"UT","decided censure","","","",2
67439,108569,"USSS",2016-04-30,"UT","tea board","","","",3
62214,240967,"DOL",2016-04-30,"PA",NA,"","","",NA
110147,332284,"IRS",2016-04-30,"PA",NA,"","","",NA
116839,15929,"DOL",2016-04-30,"PA",NA,"","","",NA
146793,369401,"ICE",2016-04-30,"UT","mother elinor","","","",1
90806,66701,"DOL",2016-04-30,"CT","run mad","","","",2
131060,49739,"ICE",2016-04-30,"VT",NA,"","","",NA
85237,256047,"IRS",2016-04-30,"UT","man's wishing","","","",1
14004,178406,"ATF",2016-04-30,"AZ","settled habitation","","","",2
14004,178406,"ATF",2016-04-30,"AZ","churchill's loss","","","",2
13567,343373,"USPIS",2016-04-30,"FL","honest reckoner","","","",1
13567,343373,"USPIS",2016-04-30,"FL","time fanny","","","",3
13567,343373,"USPIS",2016-04-30,"FL","caractacus agricola","","","",1
68978,495824,"USPIS",2016-04-30,"VA","accidentally meeting","","","",1
68978,495824,"USPIS",2016-04-30,"VA","miss woodhouse","","","",172
129429,38254,"ATF",2016-04-30,"IN",NA,"","","",NA
40032,150847,"IRS",2016-04-30,"NE","fine eyes","","","",3
89361,272754,"USPIS",2016-04-30,"WV","scotch air","","","",1
29604,287502,"ICE",2016-04-30,"AL","clever creature","","","",2
619,28971,"IRS",2016-04-30,"MA","totally unlike","","","",4
619,28971,"IRS",2016-04-30,"MA","calm consideration","","","",2
619,28971,"IRS",2016-04-30,"MA","artificial assenting","","","",2
103577,426660,"IRS",2016-04-30,"MI",NA,"","","",NA
120699,132439,"USPIS",2016-04-30,"IN","disgraced relation","","","",1
120699,132439,"USPIS",2016-04-30,"IN","fair report","","","",1
148378,121462,"ICE",2016-04-30,"ND","material objection","","","",2
148378,121462,"ICE",2016-04-30,"ND","inn larder","","","",2
93814,116585,"IRS",2016-04-30,"WY","hitherto believed","","","",1
125733,42083,"ATF",2016-04-30,"LA",NA,"","","",NA
86745,57660,"IRS",2016-04-30,"MS","reasonable period","","","",1
53769,339644,"ICE",2016-04-30,"SC",NA,"","","",NA
50418,197802,"USSS",2016-04-30,"MS",NA,"","","",NA
78697,392164,"USPIS",2016-04-30,"KS","lady russell","","","",132
134461,33404,"DOL",2016-04-30,"VA","wider range","","","",1
134461,33404,"DOL",2016-04-30,"VA","care _how_","","","",1
130494,365277,"FBI",2016-04-30,"NE","set people","","","",1
130494,365277,"FBI",2016-04-30,"NE","decided information","","","",1
130494,365277,"FBI",2016-04-30,"NE","set absent","","","",1
35975,337695,"USPIS",2016-04-30,"WY","harriet's feelings","","","",1
84853,184729,"IRS",2016-05-01,"RI","delaford parsonage","","","",2
493,246087,"USSS",2016-05-01,"CA","churchill's death","","","",1
4840,492816,"DOL",2016-05-01,"NE","party set","","","",1
28015,45016,"ICE",2016-05-01,"SD","cried darcy","","","",2
28015,45016,"ICE",2016-05-01,"SD","embarrassing evils","","","",1
28015,45016,"ICE",2016-05-01,"SD","generous friendship","","","",1
107088,406815,"USPIS",2016-05-01,"AK",NA,"","","",NA
86053,28461,"FBI",2016-05-01,"MT",NA,"","","",NA
74238,335005,"DEA",2016-05-01,"WI",NA,"","","",NA
40308,409841,"USSS",2016-05-01,"FL",NA,"","","",NA
80589,404327,"DEA",2016-05-01,"MI","miss lucas","","","",26
131125,278150,"DOL",2016-05-01,"NC","willoughby's constancy","","","",2
131125,278150,"DOL",2016-05-01,"NC","yesterday evening","","","",3
114883,140429,"DEA",2016-05-01,"VA","remaining ladies","","","",1
126834,172346,"USSS",2016-05-01,"NC","sprang poor","","","",2
126834,172346,"USSS",2016-05-01,"NC","coldness lady","","","",2
74977,206845,"FBI",2016-05-01,"WY","wind roared","","","",2
74977,206845,"FBI",2016-05-01,"WY","vastly happy","","","",1
74977,206845,"FBI",2016-05-01,"WY","sir walter","","","",121
25778,424386,"DOL",2016-05-01,"IA","true contrition","","","",1
139095,31352,"ICE",2016-05-01,"CA",NA,"","","",NA
1187,312504,"DOL",2016-05-01,"KS",NA,"","","",NA
16572,65,"FBI",2016-05-01,"PA","musgrove unable","","","",1
23659,451967,"ICE",2016-05-01,"WA",NA,"","","",NA
98229,62711,"USPIS",2016-05-01,"IL","downcast eyes","","","",3
128905,238924,"ATF",2016-05-01,"NH","means unwilling","","","",1
54374,39906,"ICE",2016-05-01,"MA",NA,"","","",NA
67832,413052,"ICE",2016-05-01,"AK","inquire replied","","","",1
67832,413052,"ICE",2016-05-01,"AK","passed heavily","","","",1
67832,413052,"ICE",2016-05-01,"AK","surprise yesterday","","","",1
110783,480714,"ATF",2016-05-01,"NE","colonel's motive","","","",1
110783,480714,"ATF",2016-05-01,"NE","dining parlour","","","",17
110783,480714,"ATF",2016-05-01,"NE","supposititious funeral","","","",1
110783,480714,"ATF",2016-05-01,"NE","musgrove agreed","","","",1
40372,186469,"USSS",2016-05-01,"NH","read aloud","","","",3
42386,21009,"DEA",2016-05-01,"RI","mixed feelings","","","",1
33743,286151,"USSS",2016-05-01,"OR","indolent selfish","","","",2
33743,286151,"USSS",2016-05-01,"OR","common drawing","","","",3
80479,271482,"DEA",2016-05-01,"CO",NA,"","","",NA
134647,415105,"DOL",2016-05-01,"NC",NA,"","","",NA
88758,115538,"DOL",2016-05-01,"DE",NA,"","","",NA
83458,204661,"USSS",2016-05-01,"WY","father's return","","","",4
83458,204661,"USSS",2016-05-01,"WY","miss woodhouse","","","",172
83458,204661,"USSS",2016-05-01,"WY","perfectly equal","","","",3
77130,382251,"ATF",2016-05-01,"VT",NA,"","","",NA
1460,70484,"USSS",2016-05-01,"ME","catherine assented","","","",1
105499,61833,"FBI",2016-05-01,"NV",NA,"","","",NA
53855,274876,"DOL",2016-05-01,"CO","immediately recognizing","","","",1
53855,274876,"DOL",2016-05-01,"CO","brisker tone","","","",1
102300,253867,"ICE",2016-05-01,"TN",NA,"","","",NA
11895,113886,"DOL",2016-05-01,"UT","ha till","","","",1
73007,27523,"USSS",2016-05-01,"SC",NA,"","","",NA
121702,451573,"USSS",2016-05-01,"IN",NA,"","","",NA
92112,478690,"FBI",2016-05-01,"ID","willoughby's service","","","",1
92112,478690,"FBI",2016-05-01,"ID","edward's immediately","","","",1
92112,478690,"FBI",2016-05-01,"ID","yates desirous","","","",1
92112,478690,"FBI",2016-05-01,"ID","partner miss","","","",1
130575,431973,"ATF",2016-05-01,"ME","dear emma","","","",36
125072,462129,"FBI",2016-05-01,"FL","heart elizabeth","","","",1
148508,249567,"DEA",2016-05-01,"IN",NA,"","","",NA
148720,426562,"FBI",2016-05-01,"VT","pretty girl","","","",15
148720,426562,"FBI",2016-05-01,"VT","beet root","","","",1
148720,426562,"FBI",2016-05-01,"VT","frank churchill","","","",142
72903,184870,"DEA",2016-05-01,"NJ","children expected","","","",1
16224,112023,"FBI",2016-05-01,"MT","spoke ten","","","",3
130523,6639,"USPIS",2016-05-01,"MD","engaged emma","","","",1
49391,736,"ICE",2016-05-01,"MD","grant advised","","","",1
64943,158399,"IRS",2016-05-01,"ID","disagreeable countenance","","","",2
134865,121751,"FBI",2016-05-01,"UT",NA,"","","",NA
72036,499102,"ATF",2016-05-01,"MD","pleasant party","","","",5
57752,228954,"ICE",2016-05-01,"ID","bennet replied","","","",3
13628,160271,"DOL",2016-05-01,"AL","strong possession","","","",1
134152,496938,"USSS",2016-05-01,"CO",NA,"","","",NA
54995,460475,"USSS",2016-05-01,"MI",NA,"","","",NA
22318,100034,"USSS",2016-05-01,"OH",NA,"","","",NA
127510,273573,"DOL",2016-05-01,"AR",NA,"","","",NA
52103,393210,"USSS",2016-05-01,"SD","abilities excite","","","",1
16010,283151,"DOL",2016-05-01,"PA",NA,"","","",NA
146952,410389,"ATF",2016-05-01,"NE",NA,"","","",NA
72049,143558,"DEA",2016-05-01,"MD",NA,"","","",NA
14868,28616,"DOL",2016-05-01,"MO",NA,"","","",NA
31671,460394,"ATF",2016-05-01,"CO","poor fanny","","","",8
85387,96185,"ATF",2016-05-01,"OK",NA,"","","",NA
73103,406690,"ICE",2016-05-01,"TN",NA,"","","",NA
27747,247526,"FBI",2016-05-01,"NJ","presently emma","","","",1
127674,211798,"USSS",2016-05-01,"NE","greatly miss","","","",1
127674,211798,"USSS",2016-05-01,"NE","fast obliged","","","",1
127674,211798,"USSS",2016-05-01,"NE","jane passed","","","",1
127674,211798,"USSS",2016-05-01,"NE","anne elliot","","","",23
14623,178916,"ATF",2016-05-01,"OK",NA,"","","",NA
118036,263455,"FBI",2016-05-01,"AL","drawing houses","","","",1
65271,115775,"IRS",2016-05-01,"ID","street set","","","",1
19023,448868,"ICE",2016-05-01,"NM","john dashwood","","","",42
19023,448868,"ICE",2016-05-01,"NM","perfectly satisfied","","","",18
127802,340494,"IRS",2016-05-01,"OK","till miss","","","",2
92312,371764,"ATF",2016-05-01,"IN","read udolpho","","","",2
85144,153984,"DEA",2016-05-01,"IN",NA,"","","",NA
78299,494059,"USPIS",2016-05-01,"WI","destroyer affected","","","",1
123772,207953,"ICE",2016-05-01,"RI",NA,"","","",NA
7494,172793,"ATF",2016-05-01,"WY","ignorant idle","","","",2
145035,15187,"USSS",2016-05-01,"NE",NA,"","","",NA
51859,490433,"ATF",2016-05-01,"CA",NA,"","","",NA
10057,335115,"IRS",2016-05-01,"ND","melancholy scene","","","",1
10057,335115,"IRS",2016-05-01,"ND","mother occupied","","","",1
49663,390535,"ICE",2016-05-01,"KS","extraordinary politeness","","","",1
49663,390535,"ICE",2016-05-01,"KS","preparatory hint","","","",1
49663,390535,"ICE",2016-05-01,"KS","putting captain","","","",1
69333,264120,"DOL",2016-05-01,"UT",NA,"","","",NA
100471,226554,"IRS",2016-05-01,"AR","tomorrow mind","","","",2
100471,226554,"IRS",2016-05-01,"AR","proper notice","","","",3
93296,387174,"USSS",2016-05-01,"LA",NA,"","","",NA
86743,277545,"DEA",2016-05-01,"KY","ample acknowledgment","","","",1
74552,257410,"FBI",2016-05-01,"WV","harriet's parentage","","","",1
74552,257410,"FBI",2016-05-01,"WV","miss anne","","","",19
131768,295623,"DOL",2016-05-01,"RI","ear amused","","","",1
50022,338508,"ICE",2016-05-01,"SD","vexation edmund","","","",1
4804,441491,"IRS",2016-05-01,"IA","miss bennet","","","",65
4804,441491,"IRS",2016-05-01,"IA","lasting warmth","","","",3
4804,441491,"IRS",2016-05-01,"IA","_the_ _engagement_","","","",NA
4804,441491,"IRS",2016-05-01,"IA","worth enquiry","","","",3
4804,441491,"IRS",2016-05-01,"IA","miss elliot","","","",50
133205,35082,"IRS",2016-05-01,"GA","thomas resolutely","","","",1
48211,81658,"ATF",2016-05-01,"CA","miss bingley","","","",81
85399,391007,"ATF",2016-05-01,"IA",NA,"","","",NA
141170,388364,"DEA",2016-05-01,"KS","time altogether","","","",1
133316,38866,"ATF",2016-05-01,"MO","pray dear","","","",1
107742,63968,"ATF",2016-05-01,"CT","miss darcy","","","",38
107742,63968,"ATF",2016-05-01,"CT","_my_ representation","","","",NA
48406,183227,"DEA",2016-05-01,"MD",NA,"","","",NA
24167,178186,"DEA",2016-05-01,"NY","scrupulous fear","","","",1
138642,39197,"USSS",2016-05-01,"DE",NA,"","","",NA
32256,329977,"DEA",2016-05-01,"IA","grateful respect","","","",3
117282,456537,"FBI",2016-05-01,"AL",NA,"","","",NA
15829,143114,"USPIS",2016-05-01,"WA",NA,"","","",NA
48469,149813,"DEA",2016-05-01,"OK",NA,"","","",NA
140619,131523,"ICE",2016-05-01,"AL","norland living","","","",1
111605,343051,"USSS",2016-05-01,"SD","knightley hearing","","","",1
7941,135596,"DOL",2016-05-01,"PA",NA,"","","",NA
34125,219090,"ATF",2016-05-01,"OK","cross word","","","",1
109879,336736,"DEA",2016-05-01,"IA","head aches","","","",4
146669,65922,"USPIS",2016-05-01,"NE",NA,"","","",NA
9128,99272,"DOL",2016-05-01,"MI",NA,"","","",NA
36313,280008,"FBI",2016-05-01,"NE",NA,"","","",NA
116764,74914,"DEA",2016-05-01,"VA",NA,"","","",NA
57629,83757,"ICE",2016-05-01,"VT","moment's inadvertence","","","",1
16565,12404,"ICE",2016-05-01,"PA","simple indubitable","","","",1
65730,452994,"IRS",2016-05-01,"SC","similar remark","","","",1
65730,452994,"IRS",2016-05-01,"SC","future war","","","",2
82018,397354,"DEA",2016-05-01,"AZ","musical society","","","",6
82018,397354,"DEA",2016-05-01,"AZ","generosity run","","","",1
144079,478708,"FBI",2016-05-01,"AK","obstacle alarm","","","",1
144079,478708,"FBI",2016-05-01,"AK","convent rich","","","",1
118019,306068,"DEA",2016-05-01,"HI","poor aunt","","","",4
42878,436323,"DOL",2016-05-01,"IL",NA,"","","",NA
55387,414913,"USSS",2016-05-01,"MT","gaining strength","","","",2
67909,349550,"USSS",2016-05-01,"PA","gentlemen left","","","",1
104955,139532,"FBI",2016-05-01,"WI","overthrew caution","","","",1
138141,144066,"DEA",2016-05-01,"MO",NA,"","","",NA
81598,444252,"IRS",2016-05-01,"AZ","word miss","","","",4
81598,444252,"IRS",2016-05-01,"AZ","poor child","","","",3
81598,444252,"IRS",2016-05-01,"AZ","eldest brother","","","",5
45214,467044,"USSS",2016-05-01,"OH","collins's respectability","","","",1
31880,223540,"ICE",2016-05-01,"NH","barton park","","","",13
18421,417083,"FBI",2016-05-01,"FL",NA,"","","",NA
37034,383040,"FBI",2016-05-01,"CA",NA,"","","",NA
66245,496727,"FBI",2016-05-01,"UT","low voice","","","",28
117204,33085,"IRS",2016-05-01,"KS","_her_ edmund","","","",NA
117204,33085,"IRS",2016-05-01,"KS","interruption till","","","",1
117204,33085,"IRS",2016-05-01,"KS","dearest creature","","","",5
24039,41157,"DOL",2016-05-01,"AL","eyes set","","","",2
24039,41157,"DOL",2016-05-01,"AL","sister price","","","",7
24039,41157,"DOL",2016-05-01,"AL","idea fancying","","","",2
24039,41157,"DOL",2016-05-01,"AL","gay set","","","",2
23344,167369,"USSS",2016-05-01,"TN","weston shook","","","",1
60895,107493,"DEA",2016-05-01,"SC","purpose returning","","","",1
60895,107493,"DEA",2016-05-01,"SC","dear mother","","","",9
40222,130358,"USSS",2016-05-01,"WI","human nature","","","",22
40222,130358,"USSS",2016-05-01,"WI","affords emma","","","",1
40222,130358,"USSS",2016-05-01,"WI","arrear due","","","",1
6361,320190,"ATF",2016-05-01,"UT","shed tears","","","",1
6361,320190,"ATF",2016-05-01,"UT","ye cried","","","",1
6361,320190,"ATF",2016-05-01,"UT","penance compared","","","",1
24851,198922,"ICE",2016-05-01,"HI",NA,"","","",NA
135504,419977,"ATF",2016-05-01,"KS","miss morland","","","",64
79253,91716,"DEA",2016-05-02,"HI",NA,"","","",NA
36935,456797,"DEA",2016-05-02,"MN","lady middleton","","","",86
36935,456797,"DEA",2016-05-02,"MN","woodhouse told","","","",1
14338,9466,"DEA",2016-05-02,"KY","world replied","","","",2
14338,9466,"DEA",2016-05-02,"KY","civility pray","","","",1
58420,499899,"DOL",2016-05-02,"VA","tolerable calmness","","","",2
145370,56095,"DOL",2016-05-02,"WV","servant's report","","","",2
145370,56095,"DOL",2016-05-02,"WV","miss woodhouse","","","",172
145370,56095,"DOL",2016-05-02,"WV","left home","","","",4
37163,404942,"FBI",2016-05-02,"CA",NA,"","","",NA
45671,210273,"ATF",2016-05-02,"NV",NA,"","","",NA
13238,388696,"ATF",2016-05-02,"MS","finding fault","","","",1
2043,326546,"FBI",2016-05-02,"NJ","lustily kicked","","","",1
2043,326546,"FBI",2016-05-02,"NJ","till sir","","","",6
34267,61737,"IRS",2016-05-02,"NV","pattened girl","","","",1
65778,472080,"USSS",2016-05-02,"WA","infant's appearing","","","",1
65778,472080,"USSS",2016-05-02,"WA","secondary consideration","","","",2
131196,499883,"ATF",2016-05-02,"WY",NA,"","","",NA
51360,42849,"ATF",2016-05-02,"PA","safe added","","","",1
117821,34725,"FBI",2016-05-02,"DE","momentary dread","","","",1
117821,34725,"FBI",2016-05-02,"DE","approbation recommend","","","",1
117821,34725,"FBI",2016-05-02,"DE","jane fairfax","","","",108
71751,24121,"ATF",2016-05-02,"IA",NA,"","","",NA
2627,97344,"DOL",2016-05-02,"MT",NA,"","","",NA
141688,140292,"IRS",2016-05-02,"PA","perpetual demands","","","",1
141688,140292,"IRS",2016-05-02,"PA","darcy spirit","","","",1
141688,140292,"IRS",2016-05-02,"PA","embarrassment anne","","","",1
79384,107535,"ICE",2016-05-02,"KY",NA,"","","",NA
85979,286921,"USSS",2016-05-02,"VA","nature watching","","","",1
85979,286921,"USSS",2016-05-02,"VA","captain tilney","","","",23
75040,357111,"ATF",2016-05-02,"PA","twenty hours","","","",9
75040,357111,"ATF",2016-05-02,"PA","mood concerned","","","",1
75040,357111,"ATF",2016-05-02,"PA","captain wentworth","","","",185
88419,169492,"USPIS",2016-05-02,"NY","public papers","","","",2
88419,169492,"USPIS",2016-05-02,"NY","delicate tender","","","",2
88419,169492,"USPIS",2016-05-02,"NY","tender embraces","","","",2
104586,10009,"ATF",2016-05-02,"RI",NA,"","","",NA
78109,430399,"IRS",2016-05-02,"CT","attentions julia","","","",1
35520,485402,"DEA",2016-05-02,"RI","oneself poor","","","",1
83813,11455,"ATF",2016-05-02,"NE",NA,"","","",NA
35678,278429,"DEA",2016-05-02,"NJ","front looked","","","",1
130520,374014,"DEA",2016-05-02,"MI","complete picture","","","",1
12395,463312,"DEA",2016-05-02,"ID","insolent elinor","","","",1
42867,473403,"DOL",2016-05-02,"MI","consideration convinced","","","",1
30696,67677,"FBI",2016-05-02,"NC","regular train","","","",1
1254,276287,"ATF",2016-05-02,"MS","owens settled","","","",1
122295,248562,"USSS",2016-05-02,"MA",NA,"","","",NA
140943,439181,"USSS",2016-05-02,"GA",NA,"","","",NA
65886,477123,"USPIS",2016-05-02,"SD",NA,"","","",NA
26242,21193,"DEA",2016-05-02,"OR",NA,"","","",NA
